----------------------------------
-         PROCESS STARTS         -
----------------------------------
2024-02-21 16:18:09.035753

Actual Temperature / SetPoint / V1 / V2
0 0 0.1145 4.3413
19.68  0.00  0.1133 2.9464
19.47  0.00  0.1133 2.9464
19.56  0.00  0.1124 2.946
19.62  0.00  0.1094 2.9502
19.53  0.00  0.1094 2.9502
19.62  0.00  0.1156 2.9498
19.59  0.00  0.1156 2.9498
19.62  0.00  0.1121 2.9458
19.47  0.00  0.1121 2.9458
19.74  0.00  0.1183 2.9502
19.62  0.00  0.1212 2.9443
19.56  0.00  0.1212 2.9443
19.56  0.00  0.1219 2.9469
19.71  0.00  0.1219 2.9469
19.62  0.00  0.1187 2.949
19.59  0.00  0.1194 2.9484
19.56  0.00  0.1194 2.9484
19.44  0.00  0.1157 2.9447
19.56  0.00  0.1157 2.9447
19.62  0.00  0.1116 2.9497
19.47  0.00  0.1116 2.9497
19.68  0.00  0.113 2.9464
19.56  0.00  0.113 2.9464
19.53  0.00  0.1119 2.9498
19.50  0.00  0.1105 2.947
19.65  0.00  0.1105 2.947
19.53  0.00  0.1125 2.9478
19.68  0.00  0.1125 2.9478
19.53  0.00  0.1172 2.9471
19.59  0.00  0.1202 2.9518
19.50  0.00  0.1202 2.9518
19.62  0.00  0.1211 2.9458
19.59  0.00  0.1211 2.9458
19.65  0.00  0.1166 2.9489
19.62  0.00  0.1166 2.9489
19.59  0.00  0.114 2.9464
19.50  0.00  0.1124 2.9493
19.50  0.00  0.1124 2.9493
19.47  0.00  0.1117 2.9443
19.78  0.00  0.1117 2.9443
19.62  0.00  0.1086 2.9531
19.53  0.00  0.1086 2.9531
19.47  0.00  0.1162 2.9449
19.62  0.00  0.1116 2.9493
19.59  0.00  0.1116 2.9493
19.50  0.00  0.1189 2.9463
19.47  0.00  0.1189 2.9463
19.56  0.00  0.1187 2.9489
19.53  0.00  0.1187 2.9489
19.65  0.00  0.1208 2.947
19.62  0.00  0.1185 2.9501
19.56  0.00  0.1185 2.9501
19.50  0.00  0.1165 2.9452
19.65  0.00  0.1165 2.9452
19.56  0.00  0.1094 2.9493
19.59  0.00  0.1094 2.9493
19.59  0.00  0.1077 2.946
19.65  0.00  0.1113 2.9486
19.56  0.00  0.1113 2.9486
19.56  0.00  0.1127 2.9467
19.56  0.00  0.1127 2.9467
19.59  0.00  0.1183 2.9487
19.38  0.00  0.1183 2.9487
19.38  0.00  0.1179 2.9474
19.47  0.00  0.1194 2.9489
19.56  0.00  0.1194 2.9489
19.47  0.00  0.1204 2.9454
19.50  0.00  0.1204 2.9454
19.59  0.00  0.1162 2.9484
19.59  0.00  0.1171 2.9459
19.59  0.00  0.1171 2.9459
19.47  0.00  0.1151 2.9481
19.47  0.00  0.1151 2.9481
19.50  0.00  0.1096 2.9459
19.65  0.00  0.1096 2.9459
19.53  0.00  0.1097 2.9486
19.44  0.00  0.1119 2.9453
19.47  0.00  0.1119 2.9453
19.53  0.00  0.1119 2.9563
19.65  0.00  0.1119 2.9563
19.47  0.00  0.1165 2.9453
19.47  0.00  0.1165 2.9453
19.38  0.00  0.1211 2.951
19.50  0.00  0.1189 2.9438
19.47  0.00  0.1189 2.9438
19.56  0.00  0.1187 2.9487
19.44  0.00  0.1187 2.9487
19.47  0.00  0.1185 2.946
19.41  0.00  0.1185 2.946
19.53  0.00  0.1125 2.952
19.50  0.00  0.1139 2.947
19.44  0.00  0.1139 2.947
19.38  0.00  0.1127 2.9464
19.56  0.00  0.1127 2.9464
19.47  0.00  0.1093 2.9476
19.50  0.00  0.1093 2.9476
19.53  0.00  0.1113 2.946
19.53  0.00  0.1134 2.949
19.47  0.00  0.1134 2.949
19.50  0.00  0.1202 2.9485
19.65  0.00  0.1202 2.9485
19.50  0.00  0.1219 2.9478
19.53  0.00  0.1219 2.9478
19.41  0.00  0.1166 2.9495
19.47  0.00  0.116 2.9456
19.56  0.00  0.116 2.9456
19.47  0.00  0.1123 2.9476
19.62  0.00  0.1123 2.9476
19.56  0.00  0.1125 2.9489
19.38  0.00  0.1125 2.9489
19.53  0.00  0.109 2.95
19.50  0.00  0.1152 2.946
19.50  0.00  0.1152 2.946
19.41  0.00  0.1116 2.947
19.50  0.00  0.1116 2.947
19.38  0.00  0.116 2.9464
19.47  0.00  0.116 2.9464
19.56  0.00  0.1161 2.9487
19.50  0.00  0.1232 2.9487
19.59  0.00  0.1232 2.9487
19.50  0.00  0.1229 2.949
19.38  0.00  0.1229 2.949
19.41  0.00  0.1204 2.9458
19.47  0.00  0.1204 2.9458
19.53  0.00  0.1136 2.9485
19.47  0.00  0.1116 2.9463
19.44  0.00  0.1116 2.9463
19.50  0.00  0.1093 2.9528
19.50  0.00  0.1093 2.9528
19.41  0.00  0.1122 2.9458
19.44  0.00  0.1129 2.9487
19.44  0.00  0.1129 2.9487
19.44  0.00  0.1201 2.9442
19.50  0.00  0.1201 2.9442
19.56  0.00  0.1139 2.9521
19.50  0.00  0.1139 2.9521
19.41  0.00  0.1206 2.9478
19.47  0.00  0.1219 2.9487
19.41  0.00  0.1219 2.9487
19.44  0.00  0.1245 2.944
19.50  0.00  0.1245 2.944
19.47  0.00  0.12 2.9503
19.50  0.00  0.12 2.9503
19.44  0.00  0.1141 2.9464
19.59  0.00  0.108 2.951
19.41  0.00  0.108 2.951
19.56  0.00  0.1057 2.9467
19.53  0.00  0.1057 2.9467
19.44  0.00  0.108 2.9478
19.53  0.00  0.108 2.9478
19.44  0.00  0.11 2.9475
19.59  0.00  0.1122 2.95
19.53  0.00  0.1122 2.95
19.50  0.00  0.113 2.952
19.59  0.00  0.113 2.952
19.50  0.00  0.1194 2.9486
19.50  0.00  0.1194 2.9486
19.47  0.00  0.1208 2.9473
19.50  0.00  0.1208 2.9473
19.47  0.00  0.1216 2.9491
19.56  0.00  0.1241 2.9446
19.47  0.00  0.1241 2.9446
19.50  0.00  0.1177 2.9497
19.65  0.00  0.1177 2.9497
19.47  0.00  0.1115 2.9493
19.53  0.00  0.1095 2.9467
19.53  0.00  0.1095 2.9467
19.47  0.00  0.1115 2.9453
19.53  0.00  0.1115 2.9453
19.50  0.00  0.1169 2.9491
19.47  0.00  0.1169 2.9491
19.56  0.00  0.1167 2.9468
19.59  0.00  0.1188 2.949
19.47  0.00  0.1188 2.949
19.59  0.00  0.1167 2.9479
19.56  0.00  0.1167 2.9479
19.53  0.00  0.1238 2.9508
19.53  0.00  0.1238 2.9508
19.50  0.00  0.1201 2.9448
19.44  0.00  0.1189 2.9465
19.50  0.00  0.1189 2.9465
19.47  0.00  0.1177 2.9442
19.44  0.00  0.1177 2.9442
19.59  0.00  0.1083 2.9521
19.50  0.00  0.1115 2.9462
19.53  0.00  0.1115 2.9462
19.41  0.00  0.1119 2.9484
19.47  0.00  0.1119 2.9484
19.56  0.00  0.1111 2.9456
19.56  0.00  0.1111 2.9456
19.50  0.00  0.1183 2.9503
19.50  0.00  0.118 2.9471
19.50  0.00  0.118 2.9471
19.53  0.00  0.1342 2.9525
19.44  0.00  0.1342 2.9525
19.41  0.00  0.1239 2.9456
19.44  0.00  0.1239 2.9456
19.53  0.00  0.1162 2.9506
19.47  0.00  0.1168 2.9445
19.50  0.00  0.1168 2.9445
19.56  0.00  0.1117 2.9491
19.50  0.00  0.1117 2.9491
19.44  0.00  0.1113 2.9492
19.53  0.00  0.1113 2.9492
19.41  0.00  0.1062 2.95
19.44  0.00  0.1094 2.9436
19.41  0.00  0.1094 2.9436
19.50  0.00  0.1127 2.9476
19.35  0.00  0.1127 2.9476
19.50  0.00  0.1196 2.946
19.44  0.00  0.1193 2.9503
19.35  0.00  0.1193 2.9503
19.50  0.00  0.1171 2.9468
19.38  0.00  0.1171 2.9468
19.65  0.00  0.1169 2.948
19.41  0.00  0.1169 2.948
19.35  0.00  0.1208 2.9484
19.38  0.00  0.1235 2.9475
19.53  0.00  0.1235 2.9475
19.32  0.00  0.1128 2.9484
19.38  0.00  0.1128 2.9484
19.53  0.00  0.1108 2.9512
19.38  0.00  0.1108 2.9512
19.41  0.00  0.1039 2.9467
19.47  0.00  0.1091 2.9485
19.32  0.00  0.1091 2.9485
19.44  0.00  0.114 2.9479
19.50  0.00  0.114 2.9479
19.62  0.00  0.1199 2.9479
19.38  0.00  0.1199 2.9479
19.47  0.00  0.1206 2.9458
19.44  0.00  0.1238 2.9562
19.41  0.00  0.1238 2.9562
19.44  0.00  0.1172 2.9468
19.41  0.00  0.1172 2.9468
19.41  0.00  0.1138 2.9478
19.44  0.00  0.114 2.946
19.44  0.00  0.114 2.946
19.50  0.00  0.1089 2.9521
19.44  0.00  0.1089 2.9521
19.44  0.00  0.1112 2.9463
19.38  0.00  0.1112 2.9463
19.47  0.00  0.1147 2.9504
19.47  0.00  0.1144 2.946
19.50  0.00  0.1144 2.946
19.53  0.00  0.1189 2.9475
19.41  0.00  0.1189 2.9475
19.50  0.00  0.1176 2.9528
19.44  0.00  0.1176 2.9528
19.50  0.00  0.1202 2.9493
19.47  0.00  0.1196 2.9465
19.35  0.00  0.1196 2.9465
19.38  0.00  0.1155 2.947
19.47  0.00  0.1155 2.947
19.50  0.00  0.1073 2.9475
19.41  0.00  0.1073 2.9475
19.50  0.00  0.1073 2.949
19.53  0.00  0.1112 2.9506
19.41  0.00  0.1112 2.9506
19.50  0.00  0.1145 2.9467
19.53  0.00  0.1145 2.9467
19.50  0.00  0.1205 2.9476
19.38  0.00  0.1205 2.9476
19.47  0.00  0.1162 2.9521
19.50  0.00  0.1185 2.9445
19.53  0.00  0.1185 2.9445
19.47  0.00  0.1139 2.9495
19.84  0.00  0.1139 2.9495
19.50  0.00  0.1167 2.9474
19.53  0.00  0.1167 2.9474
19.56  0.00  0.1118 2.9474
19.50  0.00  0.1129 2.946
19.44  0.00  0.1129 2.946
19.44  0.00  0.1145 2.9487
19.41  0.00  0.1145 2.9487
19.59  0.00  0.1113 2.9456
19.50  0.00  0.1257 2.952
19.56  0.00  0.1257 2.952
19.41  0.00  0.1179 2.947
19.50  0.00  0.1179 2.947
19.59  0.00  0.1129 2.9503
19.47  0.00  0.1129 2.9503
19.41  0.00  0.1154 2.9468
19.44  0.00  0.1105 2.9486
19.44  0.00  0.1105 2.9486
19.56  0.00  0.1084 2.9452
19.44  0.00  0.1084 2.9452
19.44  0.00  0.119 2.9547
19.47  0.00  0.119 2.9547
19.56  0.00  0.1053 2.9451
19.50  0.00  0.1119 2.9487
19.44  0.00  0.1119 2.9487
19.53  0.00  0.1139 2.9442
19.53  0.00  0.1139 2.9442
19.65  0.00  0.1157 2.9507
19.59  0.00  0.1157 2.9507
19.47  0.00  0.1218 2.9501
19.56  0.00  0.1219 2.9487
19.38  0.00  0.1219 2.9487
19.47  0.00  0.1245 2.9457
19.38  0.00  0.1245 2.9457
19.59  0.00  0.1219 2.949
19.53  0.00  0.1219 2.949
19.44  0.00  0.1166 2.9475
19.59  0.00  0.1093 2.951
19.53  0.00  0.1093 2.951
19.44  0.00  0.111 2.9517
19.41  0.00  0.111 2.9517
19.41  0.00  0.1122 2.9482
19.71  0.00  0.1122 2.9482
19.44  0.00  0.1152 2.9443
19.53  0.00  0.1187 2.9497
19.44  0.00  0.1187 2.9497
19.47  0.00  0.1167 2.9482
19.41  0.00  0.1167 2.9482
19.50  0.00  0.1304 2.9525
19.62  0.00  0.1304 2.9525
19.50  0.00  0.1211 2.9464
19.62  0.00  0.1169 2.9493
19.47  0.00  0.1169 2.9493
19.56  0.00  0.1185 2.946
19.62  0.00  0.1185 2.946
19.56  0.00  0.0997 2.9493
19.47  0.00  0.0997 2.9493
19.59  0.00  0.1024 2.9442
19.50  0.00  0.1233 2.9486
19.50  0.00  0.1233 2.9486
19.38  0.00  0.1506 2.9484
19.53  0.00  0.1506 2.9484
19.47  0.00  0.1423 2.949
19.38  0.00  0.1257 2.9478
19.47  0.00  0.1257 2.9478
19.38  0.00  0.1173 2.9478
19.41  0.00  0.1173 2.9478
19.47  0.00  0.1124 2.9479
19.56  0.00  0.1124 2.9479
19.50  0.00  0.1154 2.9508
19.50  0.00  0.1068 2.9473
19.50  0.00  0.1068 2.9473
19.62  0.00  0.1113 2.9484
19.62  0.00  0.1113 2.9484
19.47  0.00  0.1146 2.947
19.44  0.00  0.1146 2.947
19.56  0.00  0.1093 2.9513
19.44  0.00  0.1168 2.9443
19.56  0.00  0.1168 2.9443
19.47  0.00  0.1158 2.9508
19.47  0.00  0.1158 2.9508
19.56  0.00  0.1155 2.9453
19.53  0.00  0.1155 2.9453
19.38  0.00  0.1327 2.9482
19.50  0.00  0.1162 2.9473
19.50  0.00  0.1162 2.9473
19.41  0.00  0.1119 2.9489
19.41  0.00  0.1119 2.9489
19.53  0.00  0.1072 2.9474
19.38  0.00  0.1071 2.946
19.47  0.00  0.1071 2.946
19.44  0.00  0.1206 2.9473
19.62  0.00  0.1206 2.9473
19.53  0.00  0.1128 2.9508
19.56  0.00  0.1128 2.9508
19.47  0.00  0.1079 2.9508
19.50  0.00  0.1179 2.9497
19.44  0.00  0.1179 2.9497
19.38  0.00  0.0962 2.9454
19.47  0.00  0.0962 2.9454
19.44  0.00  0.1208 2.9493
19.50  0.00  0.1208 2.9493
19.50  0.00  0.1223 2.9453
19.50  0.00  0.1241 2.9509
19.47  0.00  0.1241 2.9509
19.59  0.00  0.1317 2.9496
19.41  0.00  0.1317 2.9496
19.53  0.00  0.1097 2.948
19.47  0.00  0.1097 2.948
19.47  0.00  0.0868 2.9441
19.44  0.00  0.098 2.9464
19.44  0.00  0.098 2.9464
19.59  0.00  0.1047 2.9487
19.47  0.00  0.1047 2.9487
19.56  0.00  0.1216 2.9552
19.59  0.00  0.1216 2.9552
19.50  0.00  0.1272 2.9475
19.38  0.00  0.1292 2.947
19.47  0.00  0.1292 2.947
19.41  0.00  0.1244 2.9458
19.41  0.00  0.1244 2.9458
19.47  0.00  0.1046 2.9489
19.26  0.00  0.1168 2.9454
19.41  0.00  0.1168 2.9454
19.50  0.00  0.115 2.9519
19.41  0.00  0.115 2.9519
19.35  0.00  0.1188 2.9452
19.44  0.00  0.1188 2.9452
19.44  0.00  0.1357 2.9514
19.47  0.00  0.129 2.9458
19.44  0.00  0.129 2.9458
19.35  0.00  0.1246 2.9508
19.41  0.00  0.1246 2.9508
19.41  0.00  0.131 2.9469
19.44  0.00  0.131 2.9469
19.44  0.00  0.1312 2.9497
19.38  0.00  0.115 2.9486
19.38  0.00  0.115 2.9486
19.35  0.00  0.1097 2.9471
19.50  0.00  0.1097 2.9471
19.32  0.00  0.1116 2.9448
19.38  0.00  0.1116 2.9448
19.47  0.00  0.1107 2.9489
19.53  0.00  0.1157 2.9526
19.41  0.00  0.1157 2.9526
19.44  0.00  0.1041 2.9493
19.41  0.00  0.1041 2.9493
19.50  0.00  0.1254 2.9469
19.44  0.00  0.1254 2.9469
19.35  0.00  0.1127 2.9492
19.29  0.00  0.1201 2.944
19.41  0.00  0.1201 2.944
19.29  0.00  0.118 2.9498
19.44  0.00  0.118 2.9498
19.35  0.00  0.0978 2.9482
19.44  0.00  0.0978 2.9482
19.47  0.00  0.106 2.9497
19.44  0.00  0.0929 2.9457
19.38  0.00  0.0929 2.9457
19.41  0.00  0.1062 2.9484
19.35  0.00  0.1062 2.9484
19.35  0.00  0.1183 2.9449
19.38  0.00  0.1294 2.9504
19.41  0.00  0.1294 2.9504
19.44  0.00  0.1284 2.9451
19.38  0.00  0.1284 2.9451
19.38  0.00  0.1208 2.9496
19.38  0.00  0.1208 2.9496
19.41  0.00  0.1237 2.9471
19.59  0.00  0.1161 2.949
19.44  0.00  0.1161 2.949
19.26  0.00  0.1151 2.9447
19.53  0.00  0.1151 2.9447
19.56  0.00  0.1133 2.9542
19.41  0.00  0.1133 2.9542
19.32  0.00  0.1129 2.9434
19.38  0.00  0.1224 2.9497
19.50  0.00  0.1224 2.9497
19.38  0.00  0.1248 2.9506
19.56  0.00  0.1248 2.9506
19.44  0.00  0.123 2.9495
19.38  0.00  0.123 2.9495
19.32  0.00  0.1238 2.9454
19.38  0.00  0.1169 2.9474
19.35  0.00  0.1169 2.9474
19.56  0.00  0.1102 2.9485
19.38  0.00  0.1102 2.9485
19.59  0.00  0.1091 2.9482
19.47  0.00  0.1091 2.9482
19.56  0.00  0.1118 2.9482
19.44  0.00  0.1194 2.9487
19.47  0.00  0.1194 2.9487
19.38  0.00  0.1201 2.9465
19.53  0.00  0.1201 2.9465
19.47  0.00  0.1224 2.9504
19.53  0.00  0.1224 2.9504
19.44  0.00  0.1207 2.9463
19.32  0.00  0.1183 2.9464
19.41  0.00  0.1183 2.9464
19.47  0.00  0.1139 2.9525
19.41  0.00  0.1139 2.9525
19.53  0.00  0.1117 2.9484
19.47  0.00  0.1096 2.9435
19.35  0.00  0.1096 2.9435
19.59  0.00  0.1179 2.9501
19.47  0.00  0.1179 2.9501
19.47  0.00  0.1191 2.9447
19.50  0.00  0.1191 2.9447
19.56  0.00  0.1199 2.9546
19.32  0.00  0.1212 2.9458
19.47  0.00  0.1212 2.9458
19.53  0.00  0.1219 2.9495
19.47  0.00  0.1219 2.9495
19.44  0.00  0.1215 2.9447
19.44  0.00  0.1215 2.9447
19.50  0.00  0.105 2.9501
19.56  0.00  0.115 2.9458
19.50  0.00  0.115 2.9458
19.44  0.00  0.1123 2.9514
19.47  0.00  0.1123 2.9514
19.62  0.00  0.1158 2.9474
19.53  0.00  0.1158 2.9474
19.38  0.00  0.115 2.9506
19.56  0.00  0.121 2.948
19.38  0.00  0.121 2.948
19.50  0.00  0.1189 2.9465
19.47  0.00  0.1189 2.9465
19.47  0.00  0.1198 2.9457
19.41  0.00  0.1198 2.9457
19.41  0.00  0.115 2.9526
19.53  0.00  0.1127 2.9453
19.53  0.00  0.1127 2.9453
19.41  0.00  0.1136 2.949
19.44  0.00  0.1136 2.949
19.38  0.00  0.1156 2.9456
19.50  0.00  0.1156 2.9456
19.50  0.00  0.1119 2.9498
19.53  0.00  0.1166 2.95
19.50  0.00  0.1166 2.95
19.38  0.00  0.1169 2.9484
19.47  0.00  0.1169 2.9484
19.44  0.00  0.1234 2.9475
19.47  0.00  0.12 2.948
19.47  0.00  0.12 2.948
19.41  0.00  0.1152 2.947
19.41  0.00  0.1152 2.947
19.41  0.00  0.1111 2.9479
19.50  0.00  0.1111 2.9479
19.47  0.00  0.1056 2.9502
19.50  0.00  0.1056 2.9502
19.35  0.00  0.12 2.9501
19.41  0.00  0.1188 2.946
19.50  0.00  0.1188 2.946
19.44  0.00  0.1187 2.9498
19.38  0.00  0.1187 2.9498
19.38  0.00  0.1178 2.9456
19.47  0.00  0.1171 2.9534
19.41  0.00  0.1171 2.9534
19.50  0.00  0.1162 2.9463
19.41  0.00  0.1162 2.9463
19.35  0.00  0.1118 2.9471
19.44  0.00  0.1118 2.9471
19.32  0.00  0.1129 2.9475
19.38  0.00  0.1112 2.9495
19.47  0.00  0.1112 2.9495
19.41  0.00  0.1107 2.9459
19.41  0.00  0.1107 2.9459
19.47  0.00  0.1119 2.9536
19.35  0.00  0.1119 2.9536
19.59  0.00  0.1179 2.9449
19.44  0.00  0.1228 2.9489
19.62  0.00  0.1228 2.9489
19.47  0.00  0.1244 2.9471
19.50  0.00  0.1244 2.9471
19.53  0.00  0.1171 2.9484
19.47  0.00  0.1171 2.9484
19.44  0.00  0.1121 2.9481
19.41  0.00  0.1039 2.9502
19.56  0.00  0.1039 2.9502
19.50  0.00  0.1158 2.9457
19.53  0.00  0.1158 2.9457
19.38  0.00  0.1161 2.9502
19.50  0.00  0.1161 2.9502
19.50  0.00  0.1199 2.947
19.56  0.00  0.1165 2.9508
19.50  0.00  0.1165 2.9508
19.53  0.00  0.1143 2.9484
19.38  0.00  0.1143 2.9484
19.38  0.00  0.1145 2.9504
19.56  0.00  0.1145 2.9504
19.53  0.00  0.1211 2.9442
19.44  0.00  0.1239 2.9482
19.50  0.00  0.1239 2.9482
19.56  0.00  0.1173 2.9531
19.23  0.00  0.1173 2.9531
19.50  0.00  0.1025 2.9498
19.38  0.00  0.1025 2.9498
19.47  0.00  0.1044 2.9454
19.47  0.00  0.1167 2.9486
19.53  0.00  0.1167 2.9486
19.44  0.00  0.1279 2.9464
19.47  0.00  0.1279 2.9464
19.41  0.00  0.1429 2.9492
19.50  0.00  0.1237 2.9482
19.50  0.00  0.1237 2.9482
19.47  0.00  0.1082 2.9478
19.41  0.00  0.1082 2.9478
19.47  0.00  0.1085 2.9486
19.44  0.00  0.1085 2.9486
19.29  0.00  0.1324 2.9474
19.41  0.00  0.1195 2.9459
19.50  0.00  0.1195 2.9459
19.38  0.00  0.126 2.952
19.44  0.00  0.126 2.952
19.38  0.00  0.1115 2.9469
19.50  0.00  0.1115 2.9469
19.38  0.00  0.1006 2.95
19.29  0.00  0.1136 2.9462
19.35  0.00  0.1136 2.9462
19.38  0.00  0.1136 2.9501
19.47  0.00  0.1136 2.9501
19.41  0.00  0.1255 2.9465
19.38  0.00  0.1255 2.9465
19.38  0.00  0.1211 2.9534
19.38  0.00  0.1173 2.9465
19.38  0.00  0.1173 2.9465
19.41  0.00  0.1143 2.9479
19.41  0.00  0.1143 2.9479
19.35  0.00  0.1124 2.9481
19.38  0.00  0.1124 2.9481
19.32  0.00  0.1116 2.9469
19.29  0.00  0.1116 2.9471
19.29  0.00  0.1116 2.9471
19.38  0.00  0.115 2.9513
19.38  0.00  0.115 2.9513
19.32  0.00  0.1116 2.9463
19.35  0.00  0.1116 2.9463
19.35  0.00  0.119 2.9493
19.35  0.00  0.1218 2.9443
19.41  0.00  0.1218 2.9443
19.38  0.00  0.1205 2.9508
19.44  0.00  0.1205 2.9508
19.50  0.00  0.1208 2.9498
19.50  0.00  0.1208 2.9498
19.44  0.00  0.1171 2.9484
19.41  0.00  0.1135 2.946
19.35  0.00  0.1135 2.946
19.47  0.00  0.11 2.9475
19.53  0.00  0.11 2.9475
19.41  0.00  0.1198 2.9447
19.35  0.00  0.1198 2.9447
19.47  0.00  0.1217 2.95
19.44  0.00  0.1155 2.951
19.41  0.00  0.1155 2.951
19.53  0.00  0.1202 2.9509
19.50  0.00  0.1202 2.9509
19.38  0.00  0.118 2.9486
19.38  0.00  0.118 2.9486
19.44  0.00  0.1216 2.9469
19.50  0.00  0.1196 2.9469
19.44  0.00  0.1196 2.9469
19.62  0.00  0.1167 2.9512
19.56  0.00  0.1167 2.9512
19.47  0.00  0.1188 2.947
19.41  0.00  0.1188 2.947
19.50  0.00  0.1084 2.949
19.44  0.00  0.1062 2.9448
19.53  0.00  0.1062 2.9448
19.56  0.00  0.1105 2.948
19.47  0.00  0.1105 2.948
19.44  0.00  0.1177 2.9459
19.47  0.00  0.1155 2.9523
19.47  0.00  0.1155 2.9523
19.47  0.00  0.1232 2.9448
19.44  0.00  0.1232 2.9448
19.53  0.00  0.1094 2.9476
19.50  0.00  0.1094 2.9476
19.53  0.00  0.1226 2.9475
19.56  0.00  0.1139 2.9479
19.65  0.00  0.1139 2.9479
19.50  0.00  0.1158 2.9482
19.53  0.00  0.1158 2.9482
19.47  0.00  0.114 2.9489
19.38  0.00  0.114 2.9489
19.44  0.00  0.1191 2.9473
19.68  0.00  0.1171 2.9482
19.68  0.00  0.1171 2.9482
19.68  0.00  0.1155 2.9484
19.53  0.00  0.1155 2.9484
19.50  0.00  0.1194 2.9485
19.56  0.00  0.1194 2.9485
19.50  0.00  0.1204 2.9481
19.59  0.00  0.1316 2.9501
19.56  0.00  0.1316 2.9501
19.53  0.00  0.1202 2.9452
19.38  0.00  0.1202 2.9452
19.53  0.00  0.1102 2.9484
19.47  0.00  0.1102 2.9484
19.44  0.00  0.097 2.9503
19.44  0.00  0.1063 2.9474
19.56  0.00  0.1063 2.9474
19.53  0.00  0.1063 2.9462
19.50  0.00  0.1063 2.9462
19.47  0.00  0.1183 2.9484
19.47  0.00  0.1183 2.9484
19.53  0.00  0.1196 2.9473
19.50  0.00  0.1188 2.9495
19.56  0.00  0.1188 2.9495
19.35  0.00  0.1157 2.9463
19.44  0.00  0.1157 2.9463
19.50  0.00  0.1235 2.9482
19.59  0.00  0.1235 2.9482
19.53  0.00  0.1123 2.946
19.44  0.00  0.1216 2.9482
19.56  0.00  0.1216 2.9482
19.50  0.00  0.1128 2.9456
19.50  0.00  0.1128 2.9456
19.38  0.00  0.1364 2.9575
19.44  0.00  0.1364 2.9575
19.47  0.00  0.1273 2.9451
19.68  0.00  0.1191 2.9493
19.71  0.00  0.1191 2.9493
19.38  0.00  0.1118 2.9448
19.50  0.00  0.1118 2.9448
19.41  0.00  0.1064 2.9485
19.35  0.00  0.129 2.946
19.44  0.00  0.129 2.946
19.41  0.00  0.1226 2.949
19.59  0.00  0.1226 2.949
19.53  0.00  0.1198 2.9459
19.47  0.00  0.1198 2.9459
19.53  0.00  0.1112 2.9503
19.47  0.00  0.11 2.9458
19.62  0.00  0.11 2.9458
19.62  0.00  0.1005 2.949
19.56  0.00  0.1005 2.949
19.56  0.00  0.1171 2.9486
19.56  0.00  0.1171 2.9486
19.56  0.00  0.1185 2.9482
19.47  0.00  0.123 2.9441
19.44  0.00  0.123 2.9441
19.59  0.00  0.1105 2.9478
19.47  0.00  0.1105 2.9478
19.50  0.00  0.0994 2.9476
19.50  0.00  0.0994 2.9476
19.50  0.00  0.1171 2.9492
19.50  0.00  0.1187 2.9531
19.47  0.00  0.1187 2.9531
19.50  0.00  0.1271 2.9481
19.56  0.00  0.1271 2.9481
19.44  0.00  0.1274 2.9476
19.44  0.00  0.1315 2.9491
19.44  0.00  0.1315 2.9491
19.50  0.00  0.1216 2.9446
19.53  0.00  0.1216 2.9446
19.47  0.00  0.114 2.9491
19.68  0.00  0.114 2.9491
19.56  0.00  0.1058 2.9484
19.65  0.00  0.1111 2.9493
19.50  0.00  0.1111 2.9493
19.62  0.00  0.1182 2.9451
19.50  0.00  0.1182 2.9451
19.53  0.00  0.1068 2.9485
19.50  0.00  0.1068 2.9485
19.50  0.00  0.0989 2.9474
19.44  0.00  0.1185 2.9513
19.62  0.00  0.1185 2.9513
19.47  0.00  0.1282 2.946
19.44  0.00  0.1282 2.946
19.50  0.00  0.1219 2.9484
19.62  0.00  0.1219 2.9484
19.53  0.00  0.1196 2.9467
19.50  0.00  0.1237 2.9482
19.47  0.00  0.1237 2.9482
19.59  0.00  0.1128 2.9437
19.62  0.00  0.1128 2.9437
19.41  0.00  0.1105 2.9529
19.59  0.00  0.1105 2.9529
19.47  0.00  0.1165 2.9467
19.53  0.00  0.1223 2.9484
19.59  0.00  0.1223 2.9484
19.44  0.00  0.1251 2.9447
19.53  0.00  0.1251 2.9447
19.56  0.00  0.121 2.9507
19.41  0.00  0.121 2.9507
19.50  0.00  0.1166 2.9465
19.41  0.00  0.1161 2.947
19.50  0.00  0.1161 2.947
19.38  0.00  0.1138 2.9445
19.53  0.00  0.1138 2.9445
19.47  0.00  0.1128 2.9492
19.41  0.00  0.1112 2.9467
19.53  0.00  0.1112 2.9467
19.41  0.00  0.1155 2.9497
19.44  0.00  0.1155 2.9497
19.50  0.00  0.1199 2.9457
19.50  0.00  0.1199 2.9457
19.41  0.00  0.115 2.9475
19.50  0.00  0.1178 2.9441
19.56  0.00  0.1178 2.9441
19.68  0.00  0.1216 2.9474
19.53  0.00  0.1216 2.9474
19.35  0.00  0.1168 2.9515
19.44  0.00  0.1165 2.9485
19.59  0.00  0.1165 2.9485
19.47  0.00  0.1143 2.9438
19.53  0.00  0.1143 2.9438
19.44  0.00  0.1156 2.9514
19.44  0.00  0.1156 2.9514
19.53  0.00  0.119 2.946
19.41  0.00  0.1246 2.9504
19.50  0.00  0.1246 2.9504
19.50  0.00  0.1206 2.946
19.44  0.00  0.1206 2.946
19.38  0.00  0.111 2.9491
19.38  0.00  0.111 2.9491
